ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,VEHICLE_TYPE,MSRP,VEHICLE_BRAND,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME
10342,55,10000,7,550000,11/24/2004 0:00,Shipped,4,11,2004,Utility,14600,Dodge,"Australian Shipping, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10355,23,10000,7,230000,12/7/2004 0:00,Shipped,4,12,2004,Utility,14600,Dodge,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10363,24,10000,11,240000,1/6/2005 0:00,Shipped,1,1,2005,Utility,14600,Dodge,Suominen Shipping,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
10378,43,96000,10,4128000,2/10/2005 0:00,Shipped,1,2,2005,Utility,14600,Dodge,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10390,50,10000,1,500000,3/4/2005 0:00,Shipped,1,3,2005,Utility,14600,Dodge,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10109,47,10000,2,470000,3/10/2003 0:00,Shipped,1,3,2003,Utility,14100,Dodge,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
10123,34,10000,4,340000,5/20/2003 0:00,Shipped,2,5,2003,Utility,14100,Dodge,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine
10137,31,10000,4,310000,7/10/2003 0:00,Shipped,3,7,2003,Utility,14100,Dodge,Reims Shipping,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
10148,28,10000,11,280000,9/11/2003 0:00,Shipped,3,9,2003,Utility,14100,Dodge,"Anna's Transport, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10161,36,10000,10,360000,10/17/2003 0:00,Shipped,4,10,2003,Utility,14100,Dodge,Heintze Shipping,86 21 3555,Smagsloget 45,,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
10172,48,10000,8,480000,11/5/2003 0:00,Shipped,4,11,2003,Utility,14100,Dodge,Transport Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie
10181,39,10000,4,390000,11/12/2003 0:00,Shipped,4,11,2003,Utility,14100,Dodge,Herkku Transports,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
10192,45,10000,9,450000,11/20/2003 0:00,Shipped,4,11,2003,Utility,14100,Dodge,Online Transport Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie
10204,35,10000,15,350000,12/2/2003 0:00,Shipped,4,12,2003,Utility,14100,Dodge,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff
10212,45,10000,8,450000,1/16/2004 0:00,Shipped,1,1,2004,Utility,14100,Dodge,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10226,46,10000,6,460000,2/26/2004 0:00,Shipped,1,2,2004,Utility,14100,Dodge,Collectable Logistics Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie
10240,37,10000,1,370000,4/13/2004 0:00,Shipped,2,4,2004,Utility,14100,Dodge,Osaka Shipping Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory
10253,31,10000,3,310000,6/1/2004 0:00,Cancelled,2,6,2004,Utility,14100,Dodge,"UK Shipping, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10266,33,10000,4,330000,7/6/2004 0:00,Shipped,3,7,2004,Utility,14100,Dodge,L'ordine Shipping,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10278,31,10000,4,310000,8/6/2004 0:00,Shipped,3,8,2004,Utility,14100,Dodge,Signal Transport Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue
10287,27,10000,2,270000,8/30/2004 0:00,Shipped,3,8,2004,Utility,14100,Dodge,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gen�ve,,1203,Switzerland,EMEA,Holz,Michael
10301,39,10000,6,390000,10/5/2003 0:00,Shipped,4,10,2003,Utility,14100,Dodge,"Norway Transports By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
10311,32,10000,11,320000,10/16/2004 0:00,Shipped,4,10,2004,Utility,14100,Dodge,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10321,28,10000,8,280000,11/4/2004 0:00,Shipped,4,11,2004,Utility,14100,Dodge,FunTransportIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta
10331,26,67000,12,1742000,11/17/2004 0:00,Shipped,4,11,2004,Utility,14100,Dodge,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
10343,44,84000,2,3696000,11/24/2004 0:00,Shipped,4,11,2004,Utility,14100,Dodge,Reims Shipping,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
10367,46,10000,6,460000,1/12/2005 0:00,Resolved,1,1,2005,Utility,14100,Dodge,Logistics4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie
10379,32,70000,4,2240000,2/10/2005 0:00,Shipped,1,2,2005,Utility,14100,Dodge,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10406,65,10000,1,650000,4/15/2005 0:00,Disputed,2,4,2005,Utility,14100,Dodge,Danish Wholesale Imports,31 12 3555,Vinb�ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10419,43,10000,3,430000,5/17/2005 0:00,Shipped,2,5,2005,Utility,14100,Dodge,Salzburg Shipping,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10108,43,67000,12,2881000,3/3/2003 0:00,Shipped,1,3,2003,Light,62000,Dodge,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
10122,35,49000,16,1715000,5/8/2003 0:00,Shipped,2,5,2003,Light,62000,Dodge,Marseille Logistics Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence
10135,45,50000,13,2250000,7/2/2003 0:00,Shipped,3,7,2003,Light,62000,Dodge,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10146,47,67000,2,3149000,9/3/2003 0:00,Shipped,3,9,2003,Light,62000,Dodge,Transport Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan
10159,21,64000,8,1344000,10/10/2003 0:00,Shipped,4,10,2003,Light,62000,Dodge,Corporate Transport Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie
10169,38,68000,8,2584000,11/4/2003 0:00,Shipped,4,11,2003,Light,62000,Dodge,"Anna's Transport, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10180,21,50000,3,1050000,11/11/2003 0:00,Shipped,4,11,2003,Light,62000,Dodge,Daedalus Designs Imports,20.16.1555,"184, chauss�e de Tournai",,Lille,,59000,France,EMEA,Ranc�,Martine
10191,43,72000,9,3096000,11/20/2003 0:00,Shipped,4,11,2003,Light,62000,Dodge,"Toms Spezialit?ten, Ltd",0221-5554327,Mehrheimerstr. 369,,K�ln,,50739,Germany,EMEA,Pfalzheim,Henriette
10211,46,54000,8,2484000,1/15/2004 0:00,Shipped,1,1,2004,Light,62000,Dodge,Auto Canal+ Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique
10224,38,58000,1,2204000,2/21/2004 0:00,Shipped,1,2,2004,Light,62000,Dodge,Daedalus Designs Imports,20.16.1555,"184, chauss�e de Tournai",,Lille,,59000,France,EMEA,Ranc�,Martine
10237,26,52000,1,1352000,4/5/2004 0:00,Shipped,2,4,2004,Light,62000,Dodge,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael
10252,31,52000,5,1612000,5/26/2004 0:00,Shipped,2,5,2004,Light,62000,Dodge,Auto Canal+ Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique
10264,48,54000,3,2592000,6/30/2004 0:00,Shipped,2,6,2004,Light,62000,Dodge,Transports4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri
10276,33,50000,9,1650000,8/2/2004 0:00,Shipped,3,8,2004,Light,62000,Dodge,Online Logistics Shipping,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel
10286,38,57000,1,2166000,8/28/2004 0:00,Shipped,3,8,2004,Light,62000,Dodge,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie
10299,39,55000,3,2145000,9/30/2004 0:00,Shipped,3,9,2004,Light,62000,Dodge,"Logistics of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10310,42,67000,16,2814000,10/16/2004 0:00,Shipped,4,10,2004,Light,62000,Dodge,"Toms Spezialit?ten, Ltd",0221-5554327,Mehrheimerstr. 369,,K�ln,,50739,Germany,EMEA,Pfalzheim,Henriette
10319,44,59000,4,2596000,11/3/2004 0:00,Shipped,4,11,2004,Light,62000,Dodge,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,NA,Kuo,Kee
10330,29,69000,2,2001000,11/16/2004 0:00,Shipped,4,11,2004,Light,62000,Dodge,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
10342,26,55000,8,1430000,11/24/2004 0:00,Shipped,4,11,2004,Light,62000,Dodge,"Australian Shipping, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10355,31,53000,1,1643000,12/7/2004 0:00,Shipped,4,12,2004,Light,62000,Dodge,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10363,32,89000,12,2848000,1/6/2005 0:00,Shipped,1,1,2005,Light,62000,Dodge,Suominen Shipping,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
10378,28,10000,9,280000,2/10/2005 0:00,Shipped,1,2,2005,Light,62000,Dodge,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10390,36,10000,2,360000,3/4/2005 0:00,Shipped,1,3,2005,Light,62000,Dodge,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10403,36,52000,1,1872000,4/8/2005 0:00,Shipped,2,4,2005,Light,62000,Dodge,"UK Shipping, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10106,41,10000,17,410000,2/17/2003 0:00,Shipped,1,2,2003,Utility,10500,GMC,Rovelli Transports,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10119,27,99000,8,2673000,4/28/2003 0:00,Shipped,2,4,2003,Utility,10500,GMC,Salzburg Shipping,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10130,33,10000,1,330000,6/16/2003 0:00,Shipped,2,6,2003,Utility,10500,GMC,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,NA,Taylor,Leslie
10143,34,10000,12,340000,8/10/2003 0:00,Shipped,3,8,2003,Utility,10500,GMC,Logistics Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C
10155,29,10000,10,290000,10/6/2003 0:00,Shipped,4,10,2003,Utility,10500,GMC,"Logistics of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10167,34,10000,6,340000,10/23/2003 0:00,Cancelled,4,10,2003,Utility,10500,GMC,Scandinavian Transport Ideas,0695-34 6555,?kergatan 24,,Br�cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10178,48,10000,9,480000,11/8/2003 0:00,Shipped,4,11,2003,Utility,10500,GMC,Alpha Shipping,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette
10186,46,10000,6,460000,11/14/2003 0:00,Shipped,4,11,2003,Utility,10500,GMC,"Double Decker Transport Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas
10197,22,10000,3,220000,11/26/2003 0:00,Shipped,4,11,2003,Utility,10500,GMC,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",,Barcelona,,08022,Spain,EMEA,Saavedra,Eduardo
10209,20,10000,5,200000,1/9/2004 0:00,Shipped,1,1,2004,Utility,10500,GMC,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael
10222,45,85000,9,3825000,2/19/2004 0:00,Shipped,1,2,2004,Utility,10500,GMC,Collectable Logistics Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie
10249,46,10000,5,460000,5/8/2004 0:00,Shipped,2,5,2004,Utility,10500,GMC,Cambridge Shipping Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung
10262,34,10000,14,340000,6/24/2004 0:00,Cancelled,2,6,2004,Utility,10500,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10273,50,85000,1,4250000,7/21/2004 0:00,Shipped,3,7,2004,Utility,10500,GMC,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine
10283,46,10000,3,460000,8/20/2004 0:00,Shipped,3,8,2004,Utility,10500,GMC,"Royal Canadian Shipping, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth
10296,22,84000,12,1848000,9/15/2004 0:00,Shipped,3,9,2004,Utility,10500,GMC,"Bavarian Shipping Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael
10307,48,86000,6,4128000,10/14/2004 0:00,Shipped,4,10,2004,Utility,10500,GMC,"Classic Transport Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca
10316,47,86000,14,4042000,11/1/2004 0:00,Shipped,4,11,2004,Utility,10500,GMC,Transportsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
10328,34,10000,6,340000,11/12/2004 0:00,Shipped,4,11,2004,Utility,10500,GMC,Rovelli Transports,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10338,45,10000,2,450000,11/22/2004 0:00,Shipped,4,11,2004,Utility,10500,GMC,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale
10351,20,10000,2,200000,12/3/2004 0:00,Shipped,4,12,2004,Utility,10500,GMC,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann
10373,50,60000,6,3000000,1/31/2005 0:00,Shipped,1,1,2005,Utility,10500,GMC,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
10386,22,57000,6,1254000,3/1/2005 0:00,Resolved,1,3,2005,Utility,10500,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10398,45,10000,17,450000,3/30/2005 0:00,Shipped,1,3,2005,Utility,10500,GMC,Reims Shipping,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
10400,58,10000,6,580000,4/1/2005 0:00,Shipped,2,4,2005,Utility,10500,GMC,The Sharp Transports Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue
10415,51,10000,5,510000,5/9/2005 0:00,Disputed,2,5,2005,Utility,10500,GMC,"Australian Shipping, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
10104,38,10000,3,380000,1/31/2003 0:00,Shipped,1,1,2003,Utility,14300,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10117,22,10000,12,220000,4/16/2003 0:00,Shipped,2,4,2003,Utility,14300,GMC,"Dragon Shipping, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,079903,Singapore,Japan,Natividad,Eric
10127,25,10000,5,250000,6/3/2003 0:00,Shipped,2,6,2003,Utility,14300,GMC,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff
10142,24,10000,15,240000,8/8/2003 0:00,Shipped,3,8,2003,Utility,14300,GMC,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10152,35,10000,1,350000,9/25/2003 0:00,Shipped,3,9,2003,Utility,14300,GMC,"Australian Transport Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony
10165,28,10000,6,280000,10/22/2003 0:00,Shipped,4,10,2003,Utility,14300,GMC,"Dragon Shipping, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,079903,Singapore,Japan,Natividad,Eric
10176,36,10000,5,360000,11/6/2003 0:00,Shipped,4,11,2003,Utility,14300,GMC,L'ordine Shipping,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10185,39,10000,16,390000,11/14/2003 0:00,Shipped,4,11,2003,Utility,14300,GMC,Logistics Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C
10196,27,10000,8,270000,11/26/2003 0:00,Shipped,4,11,2003,Utility,14300,GMC,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie
10207,40,10000,1,400000,12/9/2003 0:00,Shipped,4,12,2003,Utility,14300,GMC,Transport Shipping,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie
10220,50,10000,5,500000,2/12/2004 0:00,Shipped,1,2,2004,Utility,14300,GMC,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean
10230,42,10000,3,420000,3/15/2004 0:00,Shipped,1,3,2004,Utility,14300,GMC,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland
10247,48,10000,5,480000,5/5/2004 0:00,Shipped,2,5,2004,Utility,14300,GMC,Suominen Shipping,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
10272,25,10000,5,250000,7/20/2004 0:00,Shipped,3,7,2004,Utility,14300,GMC,Transport Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung
10282,31,10000,8,310000,8/20/2004 0:00,Shipped,3,8,2004,Utility,14300,GMC,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10292,44,10000,2,440000,9/8/2004 0:00,Shipped,3,9,2004,Utility,14300,GMC,Land of Logistics Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai
10306,23,10000,16,230000,10/14/2004 0:00,Shipped,4,10,2004,Utility,14300,GMC,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10314,29,10000,8,290000,10/22/2004 0:00,Shipped,4,10,2004,Utility,14300,GMC,Heintze Shipping,86 21 3555,Smagsloget 45,,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
10324,49,10000,13,490000,11/5/2004 0:00,Shipped,4,11,2004,Utility,14300,GMC,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael
10337,36,10000,3,360000,11/21/2004 0:00,Shipped,4,11,2004,Utility,14300,GMC,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria
10349,34,10000,5,340000,12/1/2004 0:00,Shipped,4,12,2004,Utility,14300,GMC,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff
10358,25,10000,13,250000,12/10/2004 0:00,Shipped,4,12,2004,Utility,14300,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10372,48,10000,6,480000,1/26/2005 0:00,Shipped,1,1,2005,Utility,14300,GMC,"Tokyo Shipping, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10383,38,10000,1,380000,2/22/2005 0:00,Shipped,1,2,2005,Utility,14300,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10394,37,10000,1,370000,3/15/2005 0:00,Shipped,1,3,2005,Utility,14300,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10413,49,10000,5,490000,5/5/2005 0:00,Shipped,2,5,2005,Utility,14300,GMC,Transport Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie
10100,22,86000,4,1892000,1/6/2003 0:00,Shipped,1,1,2003,Utility,92000,GMC,Online Transport Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie
10110,28,89000,8,2492000,3/18/2003 0:00,Shipped,1,3,2003,Utility,92000,GMC,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10124,36,85000,7,3060000,5/21/2003 0:00,Shipped,2,5,2003,Utility,92000,GMC,Signal Transport Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue
10148,34,10000,1,340000,9/11/2003 0:00,Shipped,3,9,2003,Utility,92000,GMC,"Anna's Transport, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10162,39,10000,10,390000,10/18/2003 0:00,Shipped,4,10,2003,Utility,92000,GMC,Corporate Transport Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie
10173,21,75000,14,1575000,11/5/2003 0:00,Shipped,4,11,2003,Utility,92000,GMC,Rovelli Transports,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10182,36,10000,11,360000,11/12/2003 0:00,Shipped,4,11,2003,Utility,92000,GMC,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10193,24,97000,15,2328000,11/21/2003 0:00,Shipped,4,11,2003,Utility,92000,GMC,"Australian Shipping, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
10204,29,85000,5,2465000,12/2/2003 0:00,Shipped,4,12,2003,Utility,92000,GMC,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff
10213,38,94000,1,3572000,1/22/2004 0:00,Shipped,1,1,2004,Utility,92000,GMC,"Double Decker Transport Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas
10227,34,10000,11,340000,3/2/2004 0:00,Shipped,1,3,2004,Utility,92000,GMC,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
10241,42,90000,3,3780000,4/13/2004 0:00,Shipped,2,4,2004,Utility,92000,GMC,Logistics Caravy,88.60.1555,"24, place Kl�ber",,Strasbourg,,67000,France,EMEA,Citeaux,Fr�d�rique
10280,35,10000,17,350000,8/17/2004 0:00,Shipped,3,8,2004,Utility,92000,GMC,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo
10288,35,80000,6,2800000,9/1/2004 0:00,Shipped,3,9,2004,Utility,92000,GMC,Handji Transports& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,069045,Singapore,APAC,Victorino,Wendy
10302,38,89000,2,3382000,10/6/2003 0:00,Shipped,4,10,2003,Utility,92000,GMC,"UK Shipping, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10311,41,81000,1,3321000,10/16/2004 0:00,Shipped,4,10,2004,Utility,92000,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10332,50,10000,2,500000,11/17/2004 0:00,Shipped,4,11,2004,Utility,92000,GMC,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10344,21,10000,4,210000,11/25/2004 0:00,Shipped,4,11,2004,Utility,92000,GMC,Marseille Logistics Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence
